Key,rule,Message,name,mdDesc,severity,remFnBaseEffort,cleanCodeAttribute,cleanCodeAttributeCategory,impacts,securityStandards
AZHFKHCaTlwiQl6exP9-,c:S134,Refactor this code to not nest more than 3 if|for|do|while|switch statements.,"Control flow statements ""if"", ""for"", ""while"", ""switch"" and ""try"" should not be nested too deeply","<h2>Why is this an issue?</h2>
<p>Nested control flow statements <code>if</code>, <code>for</code>, <code>do</code>, <code>while</code>, <code>switch</code> and <code>try</code> are
often key ingredients in creating what’s known as ""Spaghetti code"". This code smell can make your program difficult to understand and maintain.</p>
<p>When numerous control structures are placed inside one another, the code becomes a tangled, complex web. This significantly reduces the code’s
readability and maintainability, and it also complicates the testing process.</p>
<h3>Exceptions</h3>
<p>Each use of a macro containing control flow statements is counted as one nesting level, even if the macro contains more than one control flow
statement.</p>
<pre>
  #define FOREACH(V,ARR) if(ARR!=nullptr) for(int V=0; V&lt;(sizeof(ARR)/sizeof(ARR[0])); V++)

  if (condition1) {       // Compliant; depth = 1
    if (condition2) {     // Compliant; depth = 2
      FOREACH(i, arr) {     // Compliant; depth = 3 (not 4)
        if (condition3) {   // Noncompliant; depth = 4
          /* ... */
        }
      }
    }
  }
</pre>
<h2>How to fix it</h2>
<h3>Code examples</h3>
<p>The following example demonstrates the behavior of the rule with the default threshold of 3 levels of nesting and one of the potential ways to fix
the code smell by introducing guard clauses:</p>
<h4>Noncompliant code example</h4>
<pre data-diff-id=""1"" data-diff-type=""noncompliant"">
if (condition1) {                  // Compliant - depth = 1
  /* ... */
  if (condition2) {                // Compliant - depth = 2
    /* ... */
    for (int i = 0; i &lt; 10; i++) {  // Compliant - depth = 3
      /* ... */
      if (condition4) {            // Noncompliant - depth = 4, which exceeds the limit
        if (condition5) {          // Depth = 5, exceeding the limit, but issues are only reported on depth = 4
          /* ... */
        }
        return;
      }
    }
  }
}
</pre>
<h4>Compliant solution</h4>
<pre data-diff-id=""1"" data-diff-type=""compliant"">
if (!condition1) {
  return;
}
/* ... */
if (!condition2) {
  return;
}
for (int i = 0; i &lt; 10; i++) {
  /* ... */
  if (condition4) {
    if (condition5) {
      /* ... */
    }
    return;
  }
}
</pre>
<h2>Resources</h2>
<ul>
  <li> <a href=""https://en.wikipedia.org/wiki/Guard_(computer_science)"">Guard clauses in programming</a> - one of the approaches to reducing the depth
  of nesting </li>
</ul>",CRITICAL,10min,FOCUSED,ADAPTABLE,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'HIGH'}]",[]
AZHFKHCETlwiQl6exP9B,c:S3776,Refactor this function to reduce its Cognitive Complexity from 59 to the 25 allowed.,Cognitive Complexity of functions should not be too high,"<p>This rule raises an issue when the code cognitive complexity of a function is above a certain threshold.</p>
<h2>Why is this an issue?</h2>
<p>Cognitive Complexity is a measure of how hard it is to understand the control flow of a unit of code. Code with high cognitive complexity is hard
to read, understand, test, and modify.</p>
<p>As a rule of thumb, high cognitive complexity is a sign that the code should be refactored into smaller, easier-to-manage pieces.</p>
<h3>Which syntax in code does impact cognitive complexity score?</h3>
<p>Here are the core concepts:</p>
<ul>
  <li> <strong>Cognitive complexity is incremented each time the code breaks the normal linear reading flow.</strong><br> This concerns, for example,
  loop structures, conditionals, catches, switches, jumps to labels, and conditions mixing multiple operators. </li>
  <li> <strong>Each nesting level increases complexity.</strong><br> During code reading, the deeper you go through nested layers, the harder it
  becomes to keep the context in mind. </li>
  <li> <strong>Method calls are free</strong><br> A well-picked method name is a summary of multiple lines of code. A reader can first explore a
  high-level view of what the code is performing then go deeper and deeper by looking at called functions content.<br> <em>Note:</em> This does not
  apply to recursive calls, those will increment cognitive score. </li>
</ul>
<p>The method of computation is fully detailed in the pdf linked in the resources.</p>
<h3>What is the potential impact?</h3>
<p>Developers spend more time reading and understanding code than writing it. High cognitive complexity slows down changes and increases the cost of
maintenance.</p>
<h2>How to fix it</h2>
<p>Reducing cognitive complexity can be challenging.<br> Here are a few suggestions:</p>
<ul>
  <li> <strong>Extract complex conditions in a new function.</strong><br> Mixed operators in condition will increase complexity. Extracting the
  condition in a new function with an appropriate name will reduce cognitive load. </li>
  <li> <strong>Break down large functions.</strong><br> Large functions can be hard to understand and maintain. If a function is doing too many
  things, consider breaking it down into smaller, more manageable functions. Each function should have a single responsibility. </li>
  <li> <strong>Avoid deep nesting by returning early.</strong><br> To avoid the nesting of conditions, process exceptional cases first and return
  early. </li>
</ul>
<h3>Code examples</h3>
<p><strong>Extraction of a complex condition in a new function.</strong></p>
<h4>Noncompliant code example</h4>
<p>The code is using a complex condition and has a cognitive cost of 3.</p>
<pre data-diff-id=""1"" data-diff-type=""noncompliant"">
void processEligibleUser(User user) {
  if ((user.isActive() &amp;&amp; user.hasProfile()) // +1 (if) +1 (multiple conditions)
     || (user.getAge() &gt; 18)) {              // +1 (mixing operators)
    // process the user
  }
}
</pre>
<h4>Compliant solution</h4>
<p>Even if the cognitive complexity of the whole program did not change, it is easier for a reader to understand the code of the
<code>processEligibleUser</code> function, which now only has a cognitive score of 1.</p>
<pre data-diff-id=""1"" data-diff-type=""compliant"">
void processEligibleUser(User user) {
  if (isEligibleUser(user)) {  // +1 (if)
    // process the user
  }
}

bool isEligibleUser(User user) {
  return (user.isActive() &amp;&amp; user.hasProfile()) // +1 (multiple conditions)
      || (user.getAge() &gt; 18));                 // +1 (mixing operators)
}
</pre>
<p><strong>Break down large functions.</strong></p>
<h4>Noncompliant code example</h4>
<p>The code is simplified here to illustrate the purpose. Please imagine there is more happening in the process.<br> The overall complexity of
<code>processUser</code> is 8.</p>
<pre data-diff-id=""3"" data-diff-type=""noncompliant"">
void processUser(User user) {
  if (user.isActive()) {      // +1 (if)
    if (user.hasProfile()) {  // +1 (if) +1 (nested)
      // process active user with profile
    } else {                  // +1 (else)
      // process active user without profile
    }
  } else {                    // +1 (else)
    if (user.hasProfile()) {  // +1 (if) +1 (nested)
      // process inactive user with profile
    } else {                  // +1 (else)
      // process inactive user without profile
    }
  }
}
</pre>
<p>This function could be refactored into smaller functions: The complexity is spread over multiple functions, and the breaks in flow are no longer
nested.<br> The <code>processUser</code> now has a complexity score of two.</p>
<h4>Compliant solution</h4>
<pre data-diff-id=""3"" data-diff-type=""compliant"">
void processUser(User user) {
  if (user.isActive()) {      // +1 (if)
    processActiveUser(user);
  } else {                    // +1 (else)
    processInactiveUser(user);
  }
}

void processActiveUser(User user) {
  if (user.hasProfile()) {    // +1 (if)
      // process active user with profile
  } else {                    // +1 (else)
      // process active user without profile
  }
}

void processInactiveUser(User user) {
  if (user.hasProfile()) {    // +1 (if)
    // process inactive user with profile
  } else {                    // +1 (else)
    // process inactive user without profile
  }
}
</pre>
<p><strong>Avoid deep nesting by returning early.</strong></p>
<h4>Noncompliant code example</h4>
<p>The below code has a cognitive complexity of 3.</p>
<pre data-diff-id=""4"" data-diff-type=""noncompliant"">
void checkUser(User user) {
  if (user.isActive()) {     // +1 (if)
    if (user.hasProfile()) { // +1 (if) +1 (nested)
      // do something
    }
  }
}
</pre>
<h4>Compliant solution</h4>
<p>Checking for the edge case first flattens the <code>if</code> statements and reduces the cognitive complexity to 2.</p>
<pre data-diff-id=""4"" data-diff-type=""compliant"">
void checkUser(User user) {
  if (!user.isActive()) {
    return;
  }
  if (!user.hasProfile()) {
    return;
  }
  // do something
}
</pre>
<h3>Pitfalls</h3>
<p>As this code is complex, ensure that you have unit tests that cover the code before refactoring.</p>
<h2>Resources</h2>
<h3>Documentation</h3>
<ul>
  <li> Sonar - <a href=""https://www.sonarsource.com/docs/CognitiveComplexity.pdf"">Cognitive Complexity</a> </li>
</ul>
<h3>Articles &amp; blog posts</h3>
<ul>
  <li> Sonar Blog - <a href=""https://www.sonarsource.com/blog/5-clean-code-tips-for-reducing-cognitive-complexity/"">5 Clean Code Tips for Reducing
  Cognitive Complexity</a> </li>
</ul>",CRITICAL,5min,FOCUSED,ADAPTABLE,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'HIGH'}]",[]
AZHFKG0LTlwiQl6exPte,c:S3776,Refactor this function to reduce its Cognitive Complexity from 40 to the 25 allowed.,Cognitive Complexity of functions should not be too high,"<p>This rule raises an issue when the code cognitive complexity of a function is above a certain threshold.</p>
<h2>Why is this an issue?</h2>
<p>Cognitive Complexity is a measure of how hard it is to understand the control flow of a unit of code. Code with high cognitive complexity is hard
to read, understand, test, and modify.</p>
<p>As a rule of thumb, high cognitive complexity is a sign that the code should be refactored into smaller, easier-to-manage pieces.</p>
<h3>Which syntax in code does impact cognitive complexity score?</h3>
<p>Here are the core concepts:</p>
<ul>
  <li> <strong>Cognitive complexity is incremented each time the code breaks the normal linear reading flow.</strong><br> This concerns, for example,
  loop structures, conditionals, catches, switches, jumps to labels, and conditions mixing multiple operators. </li>
  <li> <strong>Each nesting level increases complexity.</strong><br> During code reading, the deeper you go through nested layers, the harder it
  becomes to keep the context in mind. </li>
  <li> <strong>Method calls are free</strong><br> A well-picked method name is a summary of multiple lines of code. A reader can first explore a
  high-level view of what the code is performing then go deeper and deeper by looking at called functions content.<br> <em>Note:</em> This does not
  apply to recursive calls, those will increment cognitive score. </li>
</ul>
<p>The method of computation is fully detailed in the pdf linked in the resources.</p>
<h3>What is the potential impact?</h3>
<p>Developers spend more time reading and understanding code than writing it. High cognitive complexity slows down changes and increases the cost of
maintenance.</p>
<h2>How to fix it</h2>
<p>Reducing cognitive complexity can be challenging.<br> Here are a few suggestions:</p>
<ul>
  <li> <strong>Extract complex conditions in a new function.</strong><br> Mixed operators in condition will increase complexity. Extracting the
  condition in a new function with an appropriate name will reduce cognitive load. </li>
  <li> <strong>Break down large functions.</strong><br> Large functions can be hard to understand and maintain. If a function is doing too many
  things, consider breaking it down into smaller, more manageable functions. Each function should have a single responsibility. </li>
  <li> <strong>Avoid deep nesting by returning early.</strong><br> To avoid the nesting of conditions, process exceptional cases first and return
  early. </li>
</ul>
<h3>Code examples</h3>
<p><strong>Extraction of a complex condition in a new function.</strong></p>
<h4>Noncompliant code example</h4>
<p>The code is using a complex condition and has a cognitive cost of 3.</p>
<pre data-diff-id=""1"" data-diff-type=""noncompliant"">
void processEligibleUser(User user) {
  if ((user.isActive() &amp;&amp; user.hasProfile()) // +1 (if) +1 (multiple conditions)
     || (user.getAge() &gt; 18)) {              // +1 (mixing operators)
    // process the user
  }
}
</pre>
<h4>Compliant solution</h4>
<p>Even if the cognitive complexity of the whole program did not change, it is easier for a reader to understand the code of the
<code>processEligibleUser</code> function, which now only has a cognitive score of 1.</p>
<pre data-diff-id=""1"" data-diff-type=""compliant"">
void processEligibleUser(User user) {
  if (isEligibleUser(user)) {  // +1 (if)
    // process the user
  }
}

bool isEligibleUser(User user) {
  return (user.isActive() &amp;&amp; user.hasProfile()) // +1 (multiple conditions)
      || (user.getAge() &gt; 18));                 // +1 (mixing operators)
}
</pre>
<p><strong>Break down large functions.</strong></p>
<h4>Noncompliant code example</h4>
<p>The code is simplified here to illustrate the purpose. Please imagine there is more happening in the process.<br> The overall complexity of
<code>processUser</code> is 8.</p>
<pre data-diff-id=""3"" data-diff-type=""noncompliant"">
void processUser(User user) {
  if (user.isActive()) {      // +1 (if)
    if (user.hasProfile()) {  // +1 (if) +1 (nested)
      // process active user with profile
    } else {                  // +1 (else)
      // process active user without profile
    }
  } else {                    // +1 (else)
    if (user.hasProfile()) {  // +1 (if) +1 (nested)
      // process inactive user with profile
    } else {                  // +1 (else)
      // process inactive user without profile
    }
  }
}
</pre>
<p>This function could be refactored into smaller functions: The complexity is spread over multiple functions, and the breaks in flow are no longer
nested.<br> The <code>processUser</code> now has a complexity score of two.</p>
<h4>Compliant solution</h4>
<pre data-diff-id=""3"" data-diff-type=""compliant"">
void processUser(User user) {
  if (user.isActive()) {      // +1 (if)
    processActiveUser(user);
  } else {                    // +1 (else)
    processInactiveUser(user);
  }
}

void processActiveUser(User user) {
  if (user.hasProfile()) {    // +1 (if)
      // process active user with profile
  } else {                    // +1 (else)
      // process active user without profile
  }
}

void processInactiveUser(User user) {
  if (user.hasProfile()) {    // +1 (if)
    // process inactive user with profile
  } else {                    // +1 (else)
    // process inactive user without profile
  }
}
</pre>
<p><strong>Avoid deep nesting by returning early.</strong></p>
<h4>Noncompliant code example</h4>
<p>The below code has a cognitive complexity of 3.</p>
<pre data-diff-id=""4"" data-diff-type=""noncompliant"">
void checkUser(User user) {
  if (user.isActive()) {     // +1 (if)
    if (user.hasProfile()) { // +1 (if) +1 (nested)
      // do something
    }
  }
}
</pre>
<h4>Compliant solution</h4>
<p>Checking for the edge case first flattens the <code>if</code> statements and reduces the cognitive complexity to 2.</p>
<pre data-diff-id=""4"" data-diff-type=""compliant"">
void checkUser(User user) {
  if (!user.isActive()) {
    return;
  }
  if (!user.hasProfile()) {
    return;
  }
  // do something
}
</pre>
<h3>Pitfalls</h3>
<p>As this code is complex, ensure that you have unit tests that cover the code before refactoring.</p>
<h2>Resources</h2>
<h3>Documentation</h3>
<ul>
  <li> Sonar - <a href=""https://www.sonarsource.com/docs/CognitiveComplexity.pdf"">Cognitive Complexity</a> </li>
</ul>
<h3>Articles &amp; blog posts</h3>
<ul>
  <li> Sonar Blog - <a href=""https://www.sonarsource.com/blog/5-clean-code-tips-for-reducing-cognitive-complexity/"">5 Clean Code Tips for Reducing
  Cognitive Complexity</a> </li>
</ul>",CRITICAL,5min,FOCUSED,ADAPTABLE,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'HIGH'}]",[]
AZHFKF8STlwiQl6exOL2,c:S1134,"Take the required action to fix the issue indicated by this ""FIXME"" comment.","Track uses of ""FIXME"" tags","<h2>Why is this an issue?</h2>
<p><code>FIXME</code> tags are commonly used to mark places where a bug is suspected, but which the developer wants to deal with later.</p>
<p>Sometimes the developer will not have the time or will simply forget to get back to that tag.</p>
<p>This rule is meant to track those tags and to ensure that they do not go unnoticed.</p>
<pre>
int Divide(int numerator, int denominator)
{
    return numerator / denominator; // FIXME denominator value might be 0
}
</pre>
<h2>Resources</h2>
<h3>Documentation</h3>
<ul>
  <li> CWE - <a href=""https://cwe.mitre.org/data/definitions/546"">CWE-546 - Suspicious Comment</a> </li>
</ul>",MAJOR,0min,COMPLETE,INTENTIONAL,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'MEDIUM'}]",['cwe:546']
AZHFKF8STlwiQl6exOL5,c:S824,"Move this function declaration outside of this block scope, or if the intent was to declare a variable, use a syntax that avoids the most vexing parse.",Functions should not be declared at block scope,"<h2>Why is this an issue?</h2>
<p>It is rarely useful to declare a function at block scope. Such a function will not get special access to any name in its enclosing scope, and
therefore, it is equivalent but clearer to declare it instead in the enclosing namespace.</p>
<p>Additionally, when a function is declared at block scope, the intent is often not to declare a function but instead to declare and initialize a
variable. This problem is nicknamed the <em>most vexing parse</em> and stems from the fact that some syntaxes can be ambiguous, and that in that case
the language unintuitively favors function declaration:</p>
<pre data-diff-id=""1"" data-diff-type=""noncompliant"">
void f() {
  int a;
  string b();
  short c(short (a));
}
</pre>
<ul>
  <li> <code>b</code> could be interpreted as:
    <ul>
      <li> A variable of type <code>string</code> with empty initialization or </li>
      <li> A function with no argument and returning a <code>string</code>. </li>
    </ul>   The second interpretation is selected.  </li>
  <li> Similarly, <code>c</code> could be interpreted as:
    <ul>
      <li> A variable of type <code>short</code> initialized with the value <code>a</code> converted to <code>short</code> or </li>
      <li> A function that takes a parameter named <code>a</code> (with extra parentheses) of type <code>short</code> and returning a
      <code>short</code> </li>
    </ul>   Here again, the second interpretation is selected.  </li>
</ul>
<p>There are several ways to write the code differently so that <code>b</code> and <code>c</code> can only be interpreted as variables. For
instance:</p>
<pre data-diff-id=""1"" data-diff-type=""compliant"">
void f() {
  int a;
  string b {};
  auto c = short (a);
}
</pre>
<p>By raising issues on local function declaration, this rule helps detect when a function is inadvertently declared.</p>
<h2>How to fix it</h2>
<h3>Noncompliant code example</h3>
<pre data-diff-id=""2"" data-diff-type=""noncompliant"">
class A {
};

void fun() {
  void nestedFun();  // Noncompliant; declares a function in block scope

  A a();      // Noncompliant; declares a function at block scope, not an object
}
</pre>
<h3>Compliant solution</h3>
<pre data-diff-id=""2"" data-diff-type=""compliant"">
class A {
};

void nestedFun(); // Compliant, function declaration moved outside of fun

void fun() {
  A a;      // Compliant; declares an object
}
</pre>
<h2>Resources</h2>
<h3>External coding guidelines</h3>
<ul>
  <li> MISRA C++:2023, 6.0.1 - Block scope declarations shall not be visually ambiguous </li>
  <li> MISRA C++:2008, 3-1-2 - Functions shall not be declared at block scope </li>
  <li> MISRA C:2004, 8.6 - Functions shall be declared at file scope </li>
</ul>",MAJOR,5min,CLEAR,INTENTIONAL,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'MEDIUM'}]",[]
AZHFKF8STlwiQl6exOL3,c:S1135,"Complete the task associated to this ""TODO"" comment.","Track uses of ""TODO"" tags","<h2>Why is this an issue?</h2>
<p>Developers often use <code>TODO</code> tags to mark areas in the code where additional work or improvements are needed but are not implemented
immediately. However, these <code>TODO</code> tags sometimes get overlooked or forgotten, leading to incomplete or unfinished code. This rule aims to
identify and address unattended <code>TODO</code> tags to ensure a clean and maintainable codebase. This description explores why this is a problem
and how it can be fixed to improve the overall code quality.</p>
<h3>What is the potential impact?</h3>
<p>Unattended <code>TODO</code> tags in code can have significant implications for the development process and the overall codebase.</p>
<p>Incomplete Functionality: When developers leave <code>TODO</code> tags without implementing the corresponding code, it results in incomplete
functionality within the software. This can lead to unexpected behavior or missing features, adversely affecting the end-user experience.</p>
<p>Missed Bug Fixes: If developers do not promptly address <code>TODO</code> tags, they might overlook critical bug fixes and security updates.
Delayed bug fixes can result in more severe issues and increase the effort required to resolve them later.</p>
<p>Impact on Collaboration: In team-based development environments, unattended <code>TODO</code> tags can hinder collaboration. Other team members
might not be aware of the intended changes, leading to conflicts or redundant efforts in the codebase.</p>
<p>Codebase Bloat: The accumulation of unattended <code>TODO</code> tags over time can clutter the codebase and make it difficult to distinguish
between work in progress and completed code. This bloat can make it challenging to maintain an organized and efficient codebase.</p>
<p>Addressing this code smell is essential to ensure a maintainable, readable, reliable codebase and promote effective collaboration among
developers.</p>
<h3>Noncompliant code example</h3>
<pre>
void foo() {
  // TODO
}
</pre>
<h2>Resources</h2>
<ul>
  <li> CWE - <a href=""https://cwe.mitre.org/data/definitions/546"">CWE-546 - Suspicious Comment</a> </li>
</ul>",INFO,0min,COMPLETE,INTENTIONAL,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'LOW'}]",['cwe:546']
AZHFKF8STlwiQl6exOL4,c:S1135,"Complete the task associated to this ""TODO"" comment.","Track uses of ""TODO"" tags","<h2>Why is this an issue?</h2>
<p>Developers often use <code>TODO</code> tags to mark areas in the code where additional work or improvements are needed but are not implemented
immediately. However, these <code>TODO</code> tags sometimes get overlooked or forgotten, leading to incomplete or unfinished code. This rule aims to
identify and address unattended <code>TODO</code> tags to ensure a clean and maintainable codebase. This description explores why this is a problem
and how it can be fixed to improve the overall code quality.</p>
<h3>What is the potential impact?</h3>
<p>Unattended <code>TODO</code> tags in code can have significant implications for the development process and the overall codebase.</p>
<p>Incomplete Functionality: When developers leave <code>TODO</code> tags without implementing the corresponding code, it results in incomplete
functionality within the software. This can lead to unexpected behavior or missing features, adversely affecting the end-user experience.</p>
<p>Missed Bug Fixes: If developers do not promptly address <code>TODO</code> tags, they might overlook critical bug fixes and security updates.
Delayed bug fixes can result in more severe issues and increase the effort required to resolve them later.</p>
<p>Impact on Collaboration: In team-based development environments, unattended <code>TODO</code> tags can hinder collaboration. Other team members
might not be aware of the intended changes, leading to conflicts or redundant efforts in the codebase.</p>
<p>Codebase Bloat: The accumulation of unattended <code>TODO</code> tags over time can clutter the codebase and make it difficult to distinguish
between work in progress and completed code. This bloat can make it challenging to maintain an organized and efficient codebase.</p>
<p>Addressing this code smell is essential to ensure a maintainable, readable, reliable codebase and promote effective collaboration among
developers.</p>
<h3>Noncompliant code example</h3>
<pre>
void foo() {
  // TODO
}
</pre>
<h2>Resources</h2>
<ul>
  <li> CWE - <a href=""https://cwe.mitre.org/data/definitions/546"">CWE-546 - Suspicious Comment</a> </li>
</ul>",INFO,0min,COMPLETE,INTENTIONAL,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'LOW'}]",['cwe:546']
AZHFKF8STlwiQl6exOL6,c:S1659,Define each identifier in a dedicated statement.,Multiple variables should not be declared on the same line,"<h2>Why is this an issue?</h2>
<p>Declaring multiple variables or members on the same line hinders readability. Moreover, as soon as they contain references, pointers, or
assignments, they become confusing for maintainers.</p>
<p>This rule raises an issue when a declaration declares multiple variables or members.</p>
<pre>
int i1, j1; // Noncompliant
int i2, *j2; // Noncompliant
int *i3,
    &amp;j3 = i2; // Noncompliant
</pre>
<p>Giving each declaration its own line makes the code more maintainable.</p>
<pre>
int i1;
int j1;
int i2;
int *j2;
int *i3;
int &amp;j3 = i2;
</pre>
<h2>Resources</h2>
<h3>Standards</h3>
<ul>
  <li> <a href=""https://wiki.sei.cmu.edu/confluence/x/EtcxBQ"">CERT, DCL04-C.</a> - Do not declare more than one variable per declaration </li>
</ul>
<h3>External coding guidelines</h3>
<ul>
  <li> MISRA C++:2008, 8-0-1 - An init-declarator-list or a member-declarator-list shall consist of a single init-declarator or member-declarator
  respectively </li>
  <li> C++ Core Guidelines - <a
  href=""https://github.com/isocpp/CppCoreGuidelines/blob/e49158a/CppCoreGuidelines.md#es10-declare-one-name-only-per-declaration"">ES.10: Declare one
  name (only) per declaration</a> </li>
</ul>",MINOR,5min,FORMATTED,CONSISTENT,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'LOW'}]",[]
AZHFKF8STlwiQl6exOL7,c:S1659,Define each identifier in a dedicated statement.,Multiple variables should not be declared on the same line,"<h2>Why is this an issue?</h2>
<p>Declaring multiple variables or members on the same line hinders readability. Moreover, as soon as they contain references, pointers, or
assignments, they become confusing for maintainers.</p>
<p>This rule raises an issue when a declaration declares multiple variables or members.</p>
<pre>
int i1, j1; // Noncompliant
int i2, *j2; // Noncompliant
int *i3,
    &amp;j3 = i2; // Noncompliant
</pre>
<p>Giving each declaration its own line makes the code more maintainable.</p>
<pre>
int i1;
int j1;
int i2;
int *j2;
int *i3;
int &amp;j3 = i2;
</pre>
<h2>Resources</h2>
<h3>Standards</h3>
<ul>
  <li> <a href=""https://wiki.sei.cmu.edu/confluence/x/EtcxBQ"">CERT, DCL04-C.</a> - Do not declare more than one variable per declaration </li>
</ul>
<h3>External coding guidelines</h3>
<ul>
  <li> MISRA C++:2008, 8-0-1 - An init-declarator-list or a member-declarator-list shall consist of a single init-declarator or member-declarator
  respectively </li>
  <li> C++ Core Guidelines - <a
  href=""https://github.com/isocpp/CppCoreGuidelines/blob/e49158a/CppCoreGuidelines.md#es10-declare-one-name-only-per-declaration"">ES.10: Declare one
  name (only) per declaration</a> </li>
</ul>",MINOR,5min,FORMATTED,CONSISTENT,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'LOW'}]",[]
AZHFKF7hTlwiQl6exOK2,c:S1659,Define each identifier in a dedicated statement.,Multiple variables should not be declared on the same line,"<h2>Why is this an issue?</h2>
<p>Declaring multiple variables or members on the same line hinders readability. Moreover, as soon as they contain references, pointers, or
assignments, they become confusing for maintainers.</p>
<p>This rule raises an issue when a declaration declares multiple variables or members.</p>
<pre>
int i1, j1; // Noncompliant
int i2, *j2; // Noncompliant
int *i3,
    &amp;j3 = i2; // Noncompliant
</pre>
<p>Giving each declaration its own line makes the code more maintainable.</p>
<pre>
int i1;
int j1;
int i2;
int *j2;
int *i3;
int &amp;j3 = i2;
</pre>
<h2>Resources</h2>
<h3>Standards</h3>
<ul>
  <li> <a href=""https://wiki.sei.cmu.edu/confluence/x/EtcxBQ"">CERT, DCL04-C.</a> - Do not declare more than one variable per declaration </li>
</ul>
<h3>External coding guidelines</h3>
<ul>
  <li> MISRA C++:2008, 8-0-1 - An init-declarator-list or a member-declarator-list shall consist of a single init-declarator or member-declarator
  respectively </li>
  <li> C++ Core Guidelines - <a
  href=""https://github.com/isocpp/CppCoreGuidelines/blob/e49158a/CppCoreGuidelines.md#es10-declare-one-name-only-per-declaration"">ES.10: Declare one
  name (only) per declaration</a> </li>
</ul>",MINOR,5min,FORMATTED,CONSISTENT,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'LOW'}]",[]
AZHFKF7hTlwiQl6exOK3,c:S1659,Define each identifier in a dedicated statement.,Multiple variables should not be declared on the same line,"<h2>Why is this an issue?</h2>
<p>Declaring multiple variables or members on the same line hinders readability. Moreover, as soon as they contain references, pointers, or
assignments, they become confusing for maintainers.</p>
<p>This rule raises an issue when a declaration declares multiple variables or members.</p>
<pre>
int i1, j1; // Noncompliant
int i2, *j2; // Noncompliant
int *i3,
    &amp;j3 = i2; // Noncompliant
</pre>
<p>Giving each declaration its own line makes the code more maintainable.</p>
<pre>
int i1;
int j1;
int i2;
int *j2;
int *i3;
int &amp;j3 = i2;
</pre>
<h2>Resources</h2>
<h3>Standards</h3>
<ul>
  <li> <a href=""https://wiki.sei.cmu.edu/confluence/x/EtcxBQ"">CERT, DCL04-C.</a> - Do not declare more than one variable per declaration </li>
</ul>
<h3>External coding guidelines</h3>
<ul>
  <li> MISRA C++:2008, 8-0-1 - An init-declarator-list or a member-declarator-list shall consist of a single init-declarator or member-declarator
  respectively </li>
  <li> C++ Core Guidelines - <a
  href=""https://github.com/isocpp/CppCoreGuidelines/blob/e49158a/CppCoreGuidelines.md#es10-declare-one-name-only-per-declaration"">ES.10: Declare one
  name (only) per declaration</a> </li>
</ul>",MINOR,5min,FORMATTED,CONSISTENT,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'LOW'}]",[]
AZHFKF7hTlwiQl6exOK5,c:S125,Remove the commented out code.,Sections of code should not be commented out,"<h2>Why is this an issue?</h2>
<p>Commented-out code distracts the focus from the actual executed code. It creates a noise that increases maintenance code. And because it is never
executed, it quickly becomes out of date and invalid.</p>
<p>Commented-out code should be deleted and can be retrieved from source control history if required.</p>
<h3>Exceptions</h3>
<p>This rule does not apply to code documentation using Doxygen, QDoc, markdown, or HTML tags.</p>
<h2>Resources</h2>
<h3>External coding guidelines</h3>
<ul>
  <li> MISRA C:2004, 2.4 - Sections of code should not be ""commented out"". </li>
  <li> MISRA C++:2008, 2-7-2 - Sections of code shall not be ""commented out"" using C-style comments. </li>
  <li> MISRA C++:2008, 2-7-3 - Sections of code should not be ""commented out"" using C++ comments. </li>
  <li> MISRA C:2012, Dir. 4.4 - Sections of code should not be ""commented out"" </li>
</ul>",MAJOR,5min,CLEAR,INTENTIONAL,"[{'softwareQuality': 'MAINTAINABILITY', 'severity': 'MEDIUM'}]",[]
